"ID","code","AGE","H","S","BA","Bio"
186,1,49,11.2,407.177397176013,11.7502241128647,75.0749667583476
187,1,44,11.2,434.779700495724,13.364806387269,95.2873138738685
188,1,39,11.2,723.982535416101,18.7847016681962,106.174708820983
189,1,21,11.2,602.399184555984,14.7140124397384,78.2576602354957
190,1,57,11.3,417.32156828373,11.7559967893657,79.9829461981273
191,1,36,11.3,519.078239115645,13.1099348657695,71.9824626913809
192,1,12,11.3,407.723539763459,10.0900789275063,31.9107494262807
193,1,54,11.4,528.6577248353,15.7848046607604,110.329283885897
194,1,45,11.4,237.392120702465,6.20869029138134,37.5571301234224
195,1,25,11.4,278.753564425888,6.98164971136598,36.6745279316364
196,1,23,11.4,601.341603650469,14.0548525246858,65.8584468990374
197,1,66,11.5,496.041439145781,13.6490812525107,79.0615758417844
198,1,55,11.5,662.902664435016,19.4504444214001,125.714382018753
199,1,42,11.5,162.864311174079,3.96282460819225,20.3557194984838
200,1,51,11.6,197.809588215584,4.94634927578375,29.4811525734324
201,1,60,11.7,423.941601086866,12.0344989781064,71.2635550552447
202,1,48,11.7,804.158218599561,23.3888235117566,142.241696999448
203,1,45,11.7,475.903166922644,12.9997435034448,80.6786569566404
204,1,33,11.7,447.625071616502,10.7366383305692,55.8922809838832
205,1,27,11.7,854.015813490594,21.0660018985239,104.91031840631
206,1,69,11.8,826.976664939846,23.5880388767253,146.203389699326
207,1,56,11.8,294.115752650011,7.20101141840289,41.8366111870658
208,1,52,11.8,595.856996355418,16.0977825563819,87.6460275378026
209,1,59,11.9,524.630014039957,15.6350881358627,112.047862051495
210,1,73,12.1,606.834435953357,17.7773819272554,109.536379621436
211,1,65,12.1,774.235346157789,21.9501311560451,144.62831876619
212,1,42,12.1,560.700645882929,14.460790254382,75.3777131657551
213,1,70,12.2,674.268488564251,19.6049331193174,87.367561031016
214,1,45,12.2,552.306218643786,15.42872476843,106.312809098537
215,1,41,12.2,732.665038825008,18.7379213900889,103.333419496985
216,1,35,12.2,771.956128474145,22.0729216139076,136.247364118584
217,1,50,12.3,650.54527545609,18.8173055094543,130.097618292788
218,1,65,12.4,710.599425002855,21.0629846605795,146.526153096361
219,1,63,12.4,682.354916400733,22.2176083180672,191.005276085807
220,1,60,12.4,684.652274450679,19.7922202496795,136.992530547255
221,1,47,12.4,557.214842633892,14.6463405704846,79.9202487857943
222,1,40,12.4,562.767188064084,14.5558823370153,78.6254816973254
223,1,86,12.5,413.77571358337,13.1079222829758,94.2228183618915
224,1,46,12.5,586.396715153479,16.7303289518401,103.344996939462
